지역,시기,대분류,항목,유형,6열,7열,8열,9열,10열
경기도,6월,예식장,대관비용,필수,100,200,350,540,700
강원도,6월,예식장,대관비용,필수,130,200,300,530,530
충청도,6월,예식장,대관비용,필수,200,200,400,450,500
전라도,6월,예식장,대관비용,필수,30,180,200,300,670
경상도,6월,예식장,대관비용,필수,50,95,150,355,390
제주도,6월,예식장,대관비용,필수,0,0,100,198,200
전국,5월,예식장,대관비용,필수,60,150,300,550,800
수도권,5월,예식장,대관비용,필수,100,250,440,700,950
비수도권,5월,예식장,대관비용,필수,50,100,200,300,450
서울(강남),5월,예식장,대관비용,필수,0,300,700,950,"1,000"
서울(강남외),5월,예식장,대관비용,필수,130,300,550,700,900
부산,5월,예식장,대관비용,필수,30,50,105,270,700
대구,5월,예식장,대관비용,필수,50,100,150,250,396
인천,5월,예식장,대관비용,필수,100,150,300,400,500
광주,5월,예식장,대관비용,필수,0,100,100,270,430
대전,5월,예식장,대관비용,필수,100,150,160,200,300
울산,5월,예식장,대관비용,필수,180,300,400,530,650
경기도,5월,예식장,대관비용,필수,100,200,380,540,700
강원도,5월,예식장,대관비용,필수,45,150,250,530,563
충청도,5월,예식장,대관비용,필수,200,200,400,450,500
전라도,5월,예식장,대관비용,필수,30,200,250,300,450
경상도,5월,예식장,대관비용,필수,50,80,210,370,390
제주도,5월,예식장,대관비용,필수,0,0,95,198,250
전국,4월,예식장,기본 장식비,필수,0,0,0,0,200
수도권,4월,예식장,기본 장식비,필수,0,0,0,0,600
비수도권,4월,예식장,기본 장식비,필수,0,0,0,0,50
서울(강남),4월,예식장,기본 장식비,필수,0,0,0,460,880
서울(강남외),4월,예식장,기본 장식비,필수,0,0,0,0,660
부산,4월,예식장,기본 장식비,필수,0,0,0,0,0
대구,4월,예식장,기본 장식비,필수,0,0,0,0,200
인천,4월,예식장,기본 장식비,필수,0,0,0,0,0
광주,4월,예식장,기본 장식비,필수,0,0,0,0,0
대전,4월,예식장,기본 장식비,필수,0,0,0,70,200
울산,4월,예식장,기본 장식비,필수,0,0,0,0,0
경기도,4월,예식장,기본 장식비,필수,0,0,0,0,100
강원도,4월,예식장,기본 장식비,필수,0,0,0,75,200
충청도,4월,예식장,기본 장식비,필수,0,0,0,0,0
전라도,4월,예식장,기본 장식비,필수,0,0,0,0,100
경상도,4월,예식장,기본 장식비,필수,0,0,0,0,0
제주도,4월,예식장,기본 장식비,필수,0,0,0,150,190
전국,3월,예식장,기본 장식비,필수,0,0,0,0,200
수도권,3월,예식장,기본 장식비,필수,0,0,0,0,600
비수도권,3월,예식장,기본 장식비,필수,0,0,0,0,50
서울(강남),3월,예식장,기본 장식비,필수,0,0,0,460,880
서울(강남외),3월,예식장,기본 장식비,필수,0,0,0,0,660
부산,3월,예식장,기본 장식비,필수,0,0,0,0,0
대구,3월,예식장,기본 장식비,필수,0,0,0,0,200
인천,3월,예식장,기본 장식비,필수,0,0,0,0,0
광주,3월,예식장,기본 장식비,필수,0,0,0,0,0
대전,3월,예식장,기본 장식비,필수,0,0,0,70,200
울산,3월,예식장,기본 장식비,필수,0,0,0,0,0
경기도,3월,예식장,기본 장식비,필수,0,0,0,0,100
강원도,3월,예식장,기본 장식비,필수,0,0,0,75,200
충청도,3월,예식장,기본 장식비,필수,0,0,0,0,0
전라도,3월,예식장,기본 장식비,필수,0,0,0,0,100
경상도,3월,예식장,기본 장식비,필수,0,0,0,0,0
제주도,3월,예식장,기본 장식비,필수,0,0,0,150,190
전국,2월,예식장,기본 장식비,필수,0,0,0,0,200
수도권,2월,예식장,기본 장식비,필수,0,0,0,0,600
비수도권,2월,예식장,기본 장식비,필수,0,0,0,0,50
서울(강남),2월,예식장,기본 장식비,필수,0,0,0,460,880
서울(강남외),2월,예식장,기본 장식비,필수,0,0,0,0,660
부산,2월,예식장,기본 장식비,필수,0,0,0,0,0
대구,2월,예식장,기본 장식비,필수,0,0,0,0,200
인천,2월,예식장,기본 장식비,필수,0,0,0,0,0
광주,2월,예식장,기본 장식비,필수,0,0,0,0,0
대전,2월,예식장,기본 장식비,필수,0,0,0,70,200
울산,2월,예식장,기본 장식비,필수,0,0,0,0,0
경기도,2월,예식장,기본 장식비,필수,0,0,0,0,100
강원도,2월,예식장,기본 장식비,필수,0,0,0,75,200
충청도,2월,예식장,기본 장식비,필수,0,0,0,0,0
전라도,2월,예식장,기본 장식비,필수,0,0,0,0,100
경상도,2월,예식장,기본 장식비,필수,0,0,0,0,0
제주도,2월,예식장,기본 장식비,필수,0,0,0,150,190
전국,1월,예식장,기본 장식비,필수,0,0,0,0,200
수도권,1월,예식장,기본 장식비,필수,0,0,0,0,600
비수도권,1월,예식장,기본 장식비,필수,0,0,0,0,50
서울(강남),1월,예식장,기본 장식비,필수,0,0,0,460,880
서울(강남외),1월,예식장,기본 장식비,필수,0,0,0,0,660
부산,1월,예식장,기본 장식비,필수,0,0,0,0,0
대구,1월,예식장,기본 장식비,필수,0,0,0,0,200
인천,1월,예식장,기본 장식비,필수,0,0,0,0,0
광주,1월,예식장,기본 장식비,필수,0,0,0,0,0
대전,1월,예식장,기본 장식비,필수,0,0,0,70,200
울산,1월,예식장,기본 장식비,필수,0,0,0,0,0
경기도,1월,예식장,기본 장식비,필수,0,0,0,0,100
강원도,1월,예식장,기본 장식비,필수,0,0,0,75,200
충청도,1월,예식장,기본 장식비,필수,0,0,0,0,0
전라도,1월,예식장,기본 장식비,필수,0,0,0,0,100
경상도,1월,예식장,기본 장식비,필수,0,0,0,0,0
제주도,1월,예식장,기본 장식비,필수,0,0,0,150,190
전국,12월,예식장,기본 장식비,필수,0,0,0,0,250
수도권,12월,예식장,기본 장식비,필수,0,0,0,100,550
비수도권,12월,예식장,기본 장식비,필수,0,0,0,0,50
서울(강남),12월,예식장,기본 장식비,필수,0,0,0,300,825
서울(강남외),12월,예식장,기본 장식비,필수,0,0,0,108,990
부산,12월,예식장,기본 장식비,필수,0,0,0,0,0
대구,12월,예식장,기본 장식비,필수,0,0,0,0,0
인천,12월,예식장,기본 장식비,필수,0,0,0,0,100
광주,12월,예식장,기본 장식비,필수,0,0,0,0,0
대전,12월,예식장,기본 장식비,필수,0,0,50,120,130
울산,12월,예식장,기본 장식비,필수,0,0,0,0,0
경기도,12월,예식장,기본 장식비,필수,0,0,0,0,200
강원도,12월,예식장,기본 장식비,필수,0,0,0,0,0
충청도,12월,예식장,기본 장식비,필수,0,0,0,0,0
전라도,12월,예식장,기본 장식비,필수,0,0,0,0,20
경상도,12월,예식장,기본 장식비,필수,0,0,0,0,0
제주도,12월,예식장,기본 장식비,필수,0,0,0,160,250
전국,11월,예식장,기본 장식비,필수,0,0,0,0,250
수도권,11월,예식장,기본 장식비,필수,0,0,0,100,550
비수도권,11월,예식장,기본 장식비,필수,0,0,0,0,50
서울(강남),11월,예식장,기본 장식비,필수,0,0,0,300,825
서울(강남외),11월,예식장,기본 장식비,필수,0,0,0,108,990
부산,11월,예식장,기본 장식비,필수,0,0,0,0,0
대구,11월,예식장,기본 장식비,필수,0,0,0,0,0
인천,11월,예식장,기본 장식비,필수,0,0,0,0,100
광주,11월,예식장,기본 장식비,필수,0,0,0,0,0
대전,11월,예식장,기본 장식비,필수,0,0,50,120,130
울산,11월,예식장,기본 장식비,필수,0,0,0,0,0
경기도,11월,예식장,기본 장식비,필수,0,0,0,0,200
강원도,11월,예식장,기본 장식비,필수,0,0,0,0,0
충청도,11월,예식장,기본 장식비,필수,0,0,0,0,0
전라도,11월,예식장,기본 장식비,필수,0,0,0,0,20
경상도,11월,예식장,기본 장식비,필수,0,0,0,0,0
제주도,11월,예식장,기본 장식비,필수,0,0,0,160,250
전국,10월,예식장,기본 장식비,필수,0,0,0,0,250
수도권,10월,예식장,기본 장식비,필수,0,0,0,100,550
비수도권,10월,예식장,기본 장식비,필수,0,0,0,0,50
서울(강남),10월,예식장,기본 장식비,필수,0,0,0,300,825
서울(강남외),10월,예식장,기본 장식비,필수,0,0,0,108,990
부산,10월,예식장,기본 장식비,필수,0,0,0,0,0
대구,10월,예식장,기본 장식비,필수,0,0,0,0,0
인천,10월,예식장,기본 장식비,필수,0,0,0,0,100
광주,10월,예식장,기본 장식비,필수,0,0,0,0,0
대전,10월,예식장,기본 장식비,필수,0,0,50,120,130
울산,10월,예식장,기본 장식비,필수,0,0,0,0,0
경기도,10월,예식장,기본 장식비,필수,0,0,0,0,200
강원도,10월,예식장,기본 장식비,필수,0,0,0,0,0
충청도,10월,예식장,기본 장식비,필수,0,0,0,0,0
전라도,10월,예식장,기본 장식비,필수,0,0,0,0,20
경상도,10월,예식장,기본 장식비,필수,0,0,0,0,0
제주도,10월,예식장,기본 장식비,필수,0,0,0,160,250
전국,9월,예식장,기본 장식비,필수,0,0,0,0,250
수도권,9월,예식장,기본 장식비,필수,0,0,0,100,550
비수도권,9월,예식장,기본 장식비,필수,0,0,0,0,50
서울(강남),9월,예식장,기본 장식비,필수,0,0,0,300,825
서울(강남외),9월,예식장,기본 장식비,필수,0,0,0,108,990
부산,9월,예식장,기본 장식비,필수,0,0,0,0,0
대구,9월,예식장,기본 장식비,필수,0,0,0,0,0
인천,9월,예식장,기본 장식비,필수,0,0,0,0,100
광주,9월,예식장,기본 장식비,필수,0,0,0,0,0
대전,9월,예식장,기본 장식비,필수,0,0,50,120,130
울산,9월,예식장,기본 장식비,필수,0,0,0,0,0
경기도,9월,예식장,기본 장식비,필수,0,0,0,0,200
강원도,9월,예식장,기본 장식비,필수,0,0,0,0,0
충청도,9월,예식장,기본 장식비,필수,0,0,0,0,0
전라도,9월,예식장,기본 장식비,필수,0,0,0,0,20
경상도,9월,예식장,기본 장식비,필수,0,0,0,0,0
제주도,9월,예식장,기본 장식비,필수,0,0,0,160,250
전국,8월,예식장,기본 장식비,필수,0,0,0,0,250
수도권,8월,예식장,기본 장식비,필수,0,0,0,100,550
비수도권,8월,예식장,기본 장식비,필수,0,0,0,0,50
서울(강남),8월,예식장,기본 장식비,필수,0,0,0,300,825
서울(강남외),8월,예식장,기본 장식비,필수,0,0,0,108,990
부산,8월,예식장,기본 장식비,필수,0,0,0,0,0
대구,8월,예식장,기본 장식비,필수,0,0,0,0,0
인천,8월,예식장,기본 장식비,필수,0,0,0,0,100
광주,8월,예식장,기본 장식비,필수,0,0,0,0,0
대전,8월,예식장,기본 장식비,필수,0,0,50,120,130
울산,8월,예식장,기본 장식비,필수,0,0,0,0,0
경기도,8월,예식장,기본 장식비,필수,0,0,0,0,200
강원도,8월,예식장,기본 장식비,필수,0,0,0,0,0
충청도,8월,예식장,기본 장식비,필수,0,0,0,0,0
전라도,8월,예식장,기본 장식비,필수,0,0,0,0,20
경상도,8월,예식장,기본 장식비,필수,0,0,0,0,0
제주도,8월,예식장,기본 장식비,필수,0,0,0,160,250
전국,7월,예식장,기본 장식비,필수,0,0,0,0,250
수도권,7월,예식장,기본 장식비,필수,0,0,0,100,550
비수도권,7월,예식장,기본 장식비,필수,0,0,0,0,50
서울(강남),7월,예식장,기본 장식비,필수,0,0,0,300,825
서울(강남외),7월,예식장,기본 장식비,필수,0,0,0,108,990
부산,7월,예식장,기본 장식비,필수,0,0,0,0,0
대구,7월,예식장,기본 장식비,필수,0,0,0,0,0
인천,7월,예식장,기본 장식비,필수,0,0,0,0,100
광주,7월,예식장,기본 장식비,필수,0,0,0,0,0
대전,7월,예식장,기본 장식비,필수,0,0,50,120,130
울산,7월,예식장,기본 장식비,필수,0,0,0,0,0
경기도,7월,예식장,기본 장식비,필수,0,0,0,0,200
강원도,7월,예식장,기본 장식비,필수,0,0,0,0,0
충청도,7월,예식장,기본 장식비,필수,0,0,0,0,0
전라도,7월,예식장,기본 장식비,필수,0,0,0,0,20
경상도,7월,예식장,기본 장식비,필수,0,0,0,0,0
제주도,7월,예식장,기본 장식비,필수,0,0,0,160,250
전국,6월,예식장,기본 장식비,필수,0,0,0,0,250
수도권,6월,예식장,기본 장식비,필수,0,0,0,100,550
비수도권,6월,예식장,기본 장식비,필수,0,0,0,0,50
서울(강남),6월,예식장,기본 장식비,필수,0,0,0,300,825
서울(강남외),6월,예식장,기본 장식비,필수,0,0,0,108,990
부산,6월,예식장,기본 장식비,필수,0,0,0,0,0
대구,6월,예식장,기본 장식비,필수,0,0,0,0,0
인천,6월,예식장,기본 장식비,필수,0,0,0,0,100
광주,6월,예식장,기본 장식비,필수,0,0,0,0,0
대전,6월,예식장,기본 장식비,필수,0,0,50,120,130
울산,6월,예식장,기본 장식비,필수,0,0,0,0,0
경기도,6월,예식장,기본 장식비,필수,0,0,0,0,200
강원도,6월,예식장,기본 장식비,필수,0,0,0,0,0
충청도,6월,예식장,기본 장식비,필수,0,0,0,0,0
전라도,6월,예식장,기본 장식비,필수,0,0,0,0,20
경상도,6월,예식장,기본 장식비,필수,0,0,0,0,0
제주도,6월,예식장,기본 장식비,필수,0,0,0,160,250
전국,5월,예식장,기본 장식비,필수,0,0,0,0,278
수도권,5월,예식장,기본 장식비,필수,0,0,0,0,579
비수도권,5월,예식장,기본 장식비,필수,0,0,0,0,50
서울(강남),5월,예식장,기본 장식비,필수,0,0,0,300,660
서울(강남외),5월,예식장,기본 장식비,필수,0,0,0,88,995
부산,5월,예식장,기본 장식비,필수,0,0,0,0,0
대구,5월,예식장,기본 장식비,필수,0,0,0,0,100
인천,5월,예식장,기본 장식비,필수,0,0,0,0,310
광주,5월,예식장,기본 장식비,필수,0,0,0,0,0
대전,5월,예식장,기본 장식비,필수,0,0,50,120,130
울산,5월,예식장,기본 장식비,필수,0,0,0,0,0
경기도,5월,예식장,기본 장식비,필수,0,0,0,0,200
강원도,5월,예식장,기본 장식비,필수,0,0,0,0,100
충청도,5월,예식장,기본 장식비,필수,0,0,0,0,0
전라도,5월,예식장,기본 장식비,필수,0,0,0,0,20
경상도,5월,예식장,기본 장식비,필수,0,0,0,0,0
제주도,5월,예식장,기본 장식비,필수,0,0,0,160,330
전국,4월,예식장,최소보증인원,필수,100,150,200,200,250
수도권,4월,예식장,최소보증인원,필수,100,150,200,250,250
비수도권,4월,예식장,최소보증인원,필수,116,150,200,200,250
서울(강남),4월,예식장,최소보증인원,필수,100,180,200,260,300
서울(강남외),4월,예식장,최소보증인원,필수,150,150,200,250,250
부산,4월,예식장,최소보증인원,필수,150,150,150,150,200
대구,4월,예식장,최소보증인원,필수,100,150,200,200,250
인천,4월,예식장,최소보증인원,필수,150,150,200,200,228
광주,4월,예식장,최소보증인원,필수,150,150,200,200,250
대전,4월,예식장,최소보증인원,필수,100,150,200,200,285
울산,4월,예식장,최소보증인원,필수,196,200,200,200,200
경기도,4월,예식장,최소보증인원,필수,80,150,200,200,250
강원도,4월,예식장,최소보증인원,필수,100,150,200,200,300
충청도,4월,예식장,최소보증인원,필수,100,150,200,200,250
전라도,4월,예식장,최소보증인원,필수,150,158,200,200,250
경상도,4월,예식장,최소보증인원,필수,100,150,150,200,200
제주도,4월,예식장,최소보증인원,필수,100,200,200,300,500
전국,3월,예식장,최소보증인원,필수,100,150,200,200,250
수도권,3월,예식장,최소보증인원,필수,100,150,200,250,250
비수도권,3월,예식장,최소보증인원,필수,116,150,200,200,250
서울(강남),3월,예식장,최소보증인원,필수,100,180,200,260,300
서울(강남외),3월,예식장,최소보증인원,필수,150,150,200,250,250
부산,3월,예식장,최소보증인원,필수,150,150,150,150,200
대구,3월,예식장,최소보증인원,필수,100,150,200,200,250
인천,3월,예식장,최소보증인원,필수,150,150,200,200,228
광주,3월,예식장,최소보증인원,필수,150,150,200,200,250
대전,3월,예식장,최소보증인원,필수,100,150,200,200,285
울산,3월,예식장,최소보증인원,필수,196,200,200,200,200
경기도,3월,예식장,최소보증인원,필수,80,150,200,200,250
강원도,3월,예식장,최소보증인원,필수,100,150,200,200,300
충청도,3월,예식장,최소보증인원,필수,100,150,200,200,250
전라도,3월,예식장,최소보증인원,필수,150,158,200,200,250
경상도,3월,예식장,최소보증인원,필수,100,150,150,200,200
제주도,3월,예식장,최소보증인원,필수,100,200,200,300,500
전국,2월,예식장,최소보증인원,필수,100,150,200,200,250
수도권,2월,예식장,최소보증인원,필수,100,150,200,250,250
비수도권,2월,예식장,최소보증인원,필수,116,150,200,200,250
서울(강남),2월,예식장,최소보증인원,필수,100,180,200,260,300
서울(강남외),2월,예식장,최소보증인원,필수,150,150,200,250,250
부산,2월,예식장,최소보증인원,필수,150,150,150,150,200
대구,2월,예식장,최소보증인원,필수,100,150,200,200,250
인천,2월,예식장,최소보증인원,필수,150,150,200,200,228
광주,2월,예식장,최소보증인원,필수,150,150,200,200,250
대전,2월,예식장,최소보증인원,필수,100,150,200,200,285
울산,2월,예식장,최소보증인원,필수,196,200,200,200,200
경기도,2월,예식장,최소보증인원,필수,80,150,200,200,250
강원도,2월,예식장,최소보증인원,필수,100,150,200,200,300
충청도,2월,예식장,최소보증인원,필수,100,150,200,200,250
전라도,2월,예식장,최소보증인원,필수,150,158,200,200,250
경상도,2월,예식장,최소보증인원,필수,100,150,150,200,200
제주도,2월,예식장,최소보증인원,필수,100,200,200,300,500
전국,1월,예식장,최소보증인원,필수,100,150,200,200,250
수도권,1월,예식장,최소보증인원,필수,100,150,200,250,250
비수도권,1월,예식장,최소보증인원,필수,116,150,200,200,250
서울(강남),1월,예식장,최소보증인원,필수,100,180,200,260,300
서울(강남외),1월,예식장,최소보증인원,필수,150,150,200,250,250
부산,1월,예식장,최소보증인원,필수,150,150,150,150,200
대구,1월,예식장,최소보증인원,필수,100,150,200,200,250
인천,1월,예식장,최소보증인원,필수,150,150,200,200,228
광주,1월,예식장,최소보증인원,필수,150,150,200,200,250
대전,1월,예식장,최소보증인원,필수,100,150,200,200,285
울산,1월,예식장,최소보증인원,필수,196,200,200,200,200
경기도,1월,예식장,최소보증인원,필수,80,150,200,200,250
강원도,1월,예식장,최소보증인원,필수,100,150,200,200,300
충청도,1월,예식장,최소보증인원,필수,100,150,200,200,250
전라도,1월,예식장,최소보증인원,필수,150,158,200,200,250
경상도,1월,예식장,최소보증인원,필수,100,150,150,200,200
제주도,1월,예식장,최소보증인원,필수,100,200,200,300,500
전국,12월,예식장,최소보증인원,필수,150,150,200,250,250
수도권,12월,예식장,최소보증인원,필수,150,160,200,250,300
비수도권,12월,예식장,최소보증인원,필수,150,150,200,230,250
서울(강남),12월,예식장,최소보증인원,필수,150,200,250,300,300
서울(강남외),12월,예식장,최소보증인원,필수,150,200,200,250,250
부산,12월,예식장,최소보증인원,필수,100,100,150,150,150
대구,12월,예식장,최소보증인원,필수,150,150,200,220,300
인천,12월,예식장,최소보증인원,필수,150,200,200,250,250
광주,12월,예식장,최소보증인원,필수,150,200,200,230,250
대전,12월,예식장,최소보증인원,필수,150,200,200,300,300
울산,12월,예식장,최소보증인원,필수,180,180,200,200,250
경기도,12월,예식장,최소보증인원,필수,142,150,200,200,250
강원도,12월,예식장,최소보증인원,필수,100,100,200,200,250
충청도,12월,예식장,최소보증인원,필수,100,150,200,250,250
전라도,12월,예식장,최소보증인원,필수,150,200,200,250,250
경상도,12월,예식장,최소보증인원,필수,140,150,150,200,250
제주도,12월,예식장,최소보증인원,필수,150,200,250,300,500
전국,11월,예식장,최소보증인원,필수,150,150,200,250,250
수도권,11월,예식장,최소보증인원,필수,150,160,200,250,300
비수도권,11월,예식장,최소보증인원,필수,150,150,200,230,250
서울(강남),11월,예식장,최소보증인원,필수,150,200,250,300,300
서울(강남외),11월,예식장,최소보증인원,필수,150,200,200,250,250
부산,11월,예식장,최소보증인원,필수,100,100,150,150,150
대구,11월,예식장,최소보증인원,필수,150,150,200,220,300
인천,11월,예식장,최소보증인원,필수,150,200,200,250,250
광주,11월,예식장,최소보증인원,필수,150,200,200,230,250
대전,11월,예식장,최소보증인원,필수,150,200,200,300,300
울산,11월,예식장,최소보증인원,필수,180,180,200,200,250
경기도,11월,예식장,최소보증인원,필수,142,150,200,200,250
강원도,11월,예식장,최소보증인원,필수,100,100,200,200,250
충청도,11월,예식장,최소보증인원,필수,100,150,200,250,250
전라도,11월,예식장,최소보증인원,필수,150,200,200,250,250
경상도,11월,예식장,최소보증인원,필수,140,150,150,200,250
제주도,11월,예식장,최소보증인원,필수,150,200,250,300,500
전국,10월,예식장,최소보증인원,필수,150,150,200,250,250
수도권,10월,예식장,최소보증인원,필수,150,160,200,250,300
비수도권,10월,예식장,최소보증인원,필수,150,150,200,230,250
서울(강남),10월,예식장,최소보증인원,필수,150,200,250,300,300
서울(강남외),10월,예식장,최소보증인원,필수,150,200,200,250,250
부산,10월,예식장,최소보증인원,필수,100,100,150,150,150
대구,10월,예식장,최소보증인원,필수,150,150,200,220,300
인천,10월,예식장,최소보증인원,필수,150,200,200,250,250
광주,10월,예식장,최소보증인원,필수,150,200,200,230,250
대전,10월,예식장,최소보증인원,필수,150,200,200,300,300
울산,10월,예식장,최소보증인원,필수,180,180,200,200,250
경기도,10월,예식장,최소보증인원,필수,142,150,200,200,250
강원도,10월,예식장,최소보증인원,필수,100,100,200,200,250
충청도,10월,예식장,최소보증인원,필수,100,150,200,250,250
전라도,10월,예식장,최소보증인원,필수,150,200,200,250,250
경상도,10월,예식장,최소보증인원,필수,140,150,150,200,250
제주도,10월,예식장,최소보증인원,필수,150,200,250,300,500
전국,9월,예식장,최소보증인원,필수,150,150,200,250,250
수도권,9월,예식장,최소보증인원,필수,150,160,200,250,300
비수도권,9월,예식장,최소보증인원,필수,150,150,200,230,250
서울(강남),9월,예식장,최소보증인원,필수,150,200,250,300,300
서울(강남외),9월,예식장,최소보증인원,필수,150,200,200,250,250
부산,9월,예식장,최소보증인원,필수,100,100,150,150,150
대구,9월,예식장,최소보증인원,필수,150,150,200,220,300
인천,9월,예식장,최소보증인원,필수,150,200,200,250,250
광주,9월,예식장,최소보증인원,필수,150,200,200,230,250
대전,9월,예식장,최소보증인원,필수,150,200,200,300,300
울산,9월,예식장,최소보증인원,필수,180,180,200,200,250
경기도,9월,예식장,최소보증인원,필수,142,150,200,200,250
강원도,9월,예식장,최소보증인원,필수,100,100,200,200,250
충청도,9월,예식장,최소보증인원,필수,100,150,200,250,250
전라도,9월,예식장,최소보증인원,필수,150,200,200,250,250
경상도,9월,예식장,최소보증인원,필수,140,150,150,200,250
제주도,9월,예식장,최소보증인원,필수,150,200,250,300,500
전국,8월,예식장,최소보증인원,필수,150,150,200,250,250
수도권,8월,예식장,최소보증인원,필수,150,160,200,250,300
비수도권,8월,예식장,최소보증인원,필수,150,150,200,230,250
서울(강남),8월,예식장,최소보증인원,필수,150,200,250,300,300
서울(강남외),8월,예식장,최소보증인원,필수,150,200,200,250,250
부산,8월,예식장,최소보증인원,필수,100,100,150,150,150
대구,8월,예식장,최소보증인원,필수,150,150,200,220,300
인천,8월,예식장,최소보증인원,필수,150,200,200,250,250
광주,8월,예식장,최소보증인원,필수,150,200,200,230,250
대전,8월,예식장,최소보증인원,필수,150,200,200,300,300
울산,8월,예식장,최소보증인원,필수,180,180,200,200,250
경기도,8월,예식장,최소보증인원,필수,142,150,200,200,250
강원도,8월,예식장,최소보증인원,필수,100,100,200,200,250
충청도,8월,예식장,최소보증인원,필수,100,150,200,250,250
전라도,8월,예식장,최소보증인원,필수,150,200,200,250,250
경상도,8월,예식장,최소보증인원,필수,140,150,150,200,250
제주도,8월,예식장,최소보증인원,필수,150,200,250,300,500
전국,7월,예식장,최소보증인원,필수,150,150,200,250,250
수도권,7월,예식장,최소보증인원,필수,150,160,200,250,300
비수도권,7월,예식장,최소보증인원,필수,150,150,200,230,250
서울(강남),7월,예식장,최소보증인원,필수,150,200,250,300,300
서울(강남외),7월,예식장,최소보증인원,필수,150,200,200,250,250
부산,7월,예식장,최소보증인원,필수,100,100,150,150,150
대구,7월,예식장,최소보증인원,필수,150,150,200,220,300
인천,7월,예식장,최소보증인원,필수,150,200,200,250,250
광주,7월,예식장,최소보증인원,필수,150,200,200,230,250
대전,7월,예식장,최소보증인원,필수,150,200,200,300,300
울산,7월,예식장,최소보증인원,필수,180,180,200,200,250
경기도,7월,예식장,최소보증인원,필수,142,150,200,200,250
강원도,7월,예식장,최소보증인원,필수,100,100,200,200,250
충청도,7월,예식장,최소보증인원,필수,100,150,200,250,250
전라도,7월,예식장,최소보증인원,필수,150,200,200,250,250
경상도,7월,예식장,최소보증인원,필수,140,150,150,200,250
제주도,7월,예식장,최소보증인원,필수,150,200,250,300,500
전국,6월,예식장,최소보증인원,필수,150,150,200,250,250
수도권,6월,예식장,최소보증인원,필수,150,160,200,250,300
비수도권,6월,예식장,최소보증인원,필수,150,150,200,230,250
서울(강남),6월,예식장,최소보증인원,필수,150,200,250,300,300
서울(강남외),6월,예식장,최소보증인원,필수,150,200,200,250,250
부산,6월,예식장,최소보증인원,필수,100,100,150,150,150
대구,6월,예식장,최소보증인원,필수,150,150,200,220,300
인천,6월,예식장,최소보증인원,필수,150,200,200,250,250
광주,6월,예식장,최소보증인원,필수,150,200,200,230,250
대전,6월,예식장,최소보증인원,필수,150,200,200,300,300
울산,6월,예식장,최소보증인원,필수,180,180,200,200,250
경기도,6월,예식장,최소보증인원,필수,142,150,200,200,250
강원도,6월,예식장,최소보증인원,필수,100,100,200,200,250
충청도,6월,예식장,최소보증인원,필수,100,150,200,250,250
전라도,6월,예식장,최소보증인원,필수,150,200,200,250,250
경상도,6월,예식장,최소보증인원,필수,140,150,150,200,250
제주도,6월,예식장,최소보증인원,필수,150,200,250,300,500
전국,5월,예식장,최소보증인원,필수,130,150,200,250,250
수도권,5월,예식장,최소보증인원,필수,150,150,200,250,300
비수도권,5월,예식장,최소보증인원,필수,120,150,200,225,250
서울(강남),5월,예식장,최소보증인원,필수,150,200,250,300,300
서울(강남외),5월,예식장,최소보증인원,필수,150,150,200,250,250
부산,5월,예식장,최소보증인원,필수,100,100,150,150,150
대구,5월,예식장,최소보증인원,필수,150,150,200,220,250
인천,5월,예식장,최소보증인원,필수,150,180,200,250,250
광주,5월,예식장,최소보증인원,필수,120,150,200,200,250
대전,5월,예식장,최소보증인원,필수,150,150,200,250,300
울산,5월,예식장,최소보증인원,필수,180,180,200,200,250
경기도,5월,예식장,최소보증인원,필수,120,150,200,250,250
강원도,5월,예식장,최소보증인원,필수,145,200,200,250,300
충청도,5월,예식장,최소보증인원,필수,100,150,200,250,250
전라도,5월,예식장,최소보증인원,필수,150,200,200,250,250
경상도,5월,예식장,최소보증인원,필수,110,150,150,200,250
제주도,5월,예식장,최소보증인원,필수,150,200,250,300,500
전국,4월,예식장,1인당 식대(대인),필수,4,5,6,8,9
수도권,4월,예식장,1인당 식대(대인),필수,5,6,7,9,10
비수도권,4월,예식장,1인당 식대(대인),필수,4,5,5,6,7
서울(강남),4월,예식장,1인당 식대(대인),필수,7,8,9,10,14
서울(강남외),4월,예식장,1인당 식대(대인),필수,6,7,8,9,11
부산,4월,예식장,1인당 식대(대인),필수,4,5,5,5,6
대구,4월,예식장,1인당 식대(대인),필수,5,5,6,6,7
인천,4월,예식장,1인당 식대(대인),필수,5,5,6,6,6
광주,4월,예식장,1인당 식대(대인),필수,4,5,6,7,7
대전,4월,예식장,1인당 식대(대인),필수,5,5,5,6,7
울산,4월,예식장,1인당 식대(대인),필수,5,5,6,6,6
경기도,4월,예식장,1인당 식대(대인),필수,5,6,6,7,8
강원도,4월,예식장,1인당 식대(대인),필수,4,5,5,6,6
충청도,4월,예식장,1인당 식대(대인),필수,4,5,6,6,7
전라도,4월,예식장,1인당 식대(대인),필수,4,5,5,6,7
경상도,4월,예식장,1인당 식대(대인),필수,4,4,4,5,5
제주도,4월,예식장,1인당 식대(대인),필수,4,4,5,6,6
전국,3월,예식장,1인당 식대(대인),필수,4,5,6,8,9
수도권,3월,예식장,1인당 식대(대인),필수,5,6,7,9,10
