지역,시기,대분류,항목,유형,6열,7열,8열,9열,10열
비수도권,3월,예식장,1인당 식대(대인),필수,4,5,5,6,7
서울(강남),3월,예식장,1인당 식대(대인),필수,7,8,9,10,14
서울(강남외),3월,예식장,1인당 식대(대인),필수,6,7,8,9,11
부산,3월,예식장,1인당 식대(대인),필수,4,5,5,5,6
대구,3월,예식장,1인당 식대(대인),필수,5,5,6,6,7
인천,3월,예식장,1인당 식대(대인),필수,5,5,6,6,6
광주,3월,예식장,1인당 식대(대인),필수,4,5,6,7,7
대전,3월,예식장,1인당 식대(대인),필수,5,5,5,6,7
울산,3월,예식장,1인당 식대(대인),필수,5,5,6,6,6
경기도,3월,예식장,1인당 식대(대인),필수,5,6,6,7,8
강원도,3월,예식장,1인당 식대(대인),필수,4,5,5,6,6
충청도,3월,예식장,1인당 식대(대인),필수,4,5,6,6,7
전라도,3월,예식장,1인당 식대(대인),필수,4,5,5,6,7
경상도,3월,예식장,1인당 식대(대인),필수,4,4,4,5,5
제주도,3월,예식장,1인당 식대(대인),필수,4,4,5,6,6
전국,2월,예식장,1인당 식대(대인),필수,4,5,6,8,9
수도권,2월,예식장,1인당 식대(대인),필수,5,6,7,9,10
비수도권,2월,예식장,1인당 식대(대인),필수,4,5,5,6,7
서울(강남),2월,예식장,1인당 식대(대인),필수,7,8,9,10,14
서울(강남외),2월,예식장,1인당 식대(대인),필수,6,7,8,9,11
부산,2월,예식장,1인당 식대(대인),필수,4,5,5,5,6
대구,2월,예식장,1인당 식대(대인),필수,5,5,6,6,7
인천,2월,예식장,1인당 식대(대인),필수,5,5,6,6,6
광주,2월,예식장,1인당 식대(대인),필수,4,5,6,7,7
대전,2월,예식장,1인당 식대(대인),필수,5,5,5,6,7
울산,2월,예식장,1인당 식대(대인),필수,5,5,6,6,6
경기도,2월,예식장,1인당 식대(대인),필수,5,6,6,7,8
강원도,2월,예식장,1인당 식대(대인),필수,4,5,5,6,6
충청도,2월,예식장,1인당 식대(대인),필수,4,5,6,6,7
전라도,2월,예식장,1인당 식대(대인),필수,4,5,5,6,7
경상도,2월,예식장,1인당 식대(대인),필수,4,4,4,5,5
제주도,2월,예식장,1인당 식대(대인),필수,4,4,5,6,6
전국,1월,예식장,1인당 식대(대인),필수,4,5,6,8,9
수도권,1월,예식장,1인당 식대(대인),필수,5,6,7,9,10
비수도권,1월,예식장,1인당 식대(대인),필수,4,5,5,6,7
서울(강남),1월,예식장,1인당 식대(대인),필수,7,8,9,10,14
서울(강남외),1월,예식장,1인당 식대(대인),필수,6,7,8,9,11
부산,1월,예식장,1인당 식대(대인),필수,4,5,5,5,6
대구,1월,예식장,1인당 식대(대인),필수,5,5,6,6,7
인천,1월,예식장,1인당 식대(대인),필수,5,5,6,6,6
광주,1월,예식장,1인당 식대(대인),필수,4,5,6,7,7
대전,1월,예식장,1인당 식대(대인),필수,5,5,5,6,7
울산,1월,예식장,1인당 식대(대인),필수,5,5,6,6,6
경기도,1월,예식장,1인당 식대(대인),필수,5,6,6,7,8
강원도,1월,예식장,1인당 식대(대인),필수,4,5,5,6,6
충청도,1월,예식장,1인당 식대(대인),필수,4,5,6,6,7
전라도,1월,예식장,1인당 식대(대인),필수,4,5,5,6,7
경상도,1월,예식장,1인당 식대(대인),필수,4,4,4,5,5
제주도,1월,예식장,1인당 식대(대인),필수,4,4,5,6,6
전국,12월,예식장,1인당 식대(대인),필수,4,5,6,7,9
수도권,12월,예식장,1인당 식대(대인),필수,5,6,7,8,10
비수도권,12월,예식장,1인당 식대(대인),필수,4,5,5,6,7
서울(강남),12월,예식장,1인당 식대(대인),필수,7,8,9,10,13
서울(강남외),12월,예식장,1인당 식대(대인),필수,5,6,8,9,14
부산,12월,예식장,1인당 식대(대인),필수,4,4,5,5,5
대구,12월,예식장,1인당 식대(대인),필수,5,5,6,6,8
인천,12월,예식장,1인당 식대(대인),필수,5,5,6,7,7
광주,12월,예식장,1인당 식대(대인),필수,4,5,6,7,7
대전,12월,예식장,1인당 식대(대인),필수,4,5,5,6,6
울산,12월,예식장,1인당 식대(대인),필수,5,5,5,6,6
경기도,12월,예식장,1인당 식대(대인),필수,5,6,6,7,7
강원도,12월,예식장,1인당 식대(대인),필수,4,5,6,6,8
충청도,12월,예식장,1인당 식대(대인),필수,5,5,6,7,7
전라도,12월,예식장,1인당 식대(대인),필수,4,5,5,5,7
경상도,12월,예식장,1인당 식대(대인),필수,4,4,4,5,5
제주도,12월,예식장,1인당 식대(대인),필수,4,4,5,6,6
전국,11월,예식장,1인당 식대(대인),필수,4,5,6,7,9
수도권,11월,예식장,1인당 식대(대인),필수,5,6,7,8,10
비수도권,11월,예식장,1인당 식대(대인),필수,4,5,5,6,7
서울(강남),11월,예식장,1인당 식대(대인),필수,7,8,9,10,13
서울(강남외),11월,예식장,1인당 식대(대인),필수,5,6,8,9,14
부산,11월,예식장,1인당 식대(대인),필수,4,4,5,5,5
대구,11월,예식장,1인당 식대(대인),필수,5,5,6,6,8
인천,11월,예식장,1인당 식대(대인),필수,5,5,6,7,7
광주,11월,예식장,1인당 식대(대인),필수,4,5,6,7,7
대전,11월,예식장,1인당 식대(대인),필수,4,5,5,6,6
울산,11월,예식장,1인당 식대(대인),필수,5,5,5,6,6
경기도,11월,예식장,1인당 식대(대인),필수,5,6,6,7,7
강원도,11월,예식장,1인당 식대(대인),필수,4,5,6,6,8
충청도,11월,예식장,1인당 식대(대인),필수,5,5,6,7,7
전라도,11월,예식장,1인당 식대(대인),필수,4,5,5,5,7
경상도,11월,예식장,1인당 식대(대인),필수,4,4,4,5,5
제주도,11월,예식장,1인당 식대(대인),필수,4,4,5,6,6
전국,10월,예식장,1인당 식대(대인),필수,4,5,6,7,9
수도권,10월,예식장,1인당 식대(대인),필수,5,6,7,8,10
비수도권,10월,예식장,1인당 식대(대인),필수,4,5,5,6,7
서울(강남),10월,예식장,1인당 식대(대인),필수,7,8,9,10,13
서울(강남외),10월,예식장,1인당 식대(대인),필수,5,6,8,9,14
부산,10월,예식장,1인당 식대(대인),필수,4,4,5,5,5
대구,10월,예식장,1인당 식대(대인),필수,5,5,6,6,8
인천,10월,예식장,1인당 식대(대인),필수,5,5,6,7,7
광주,10월,예식장,1인당 식대(대인),필수,4,5,6,7,7
대전,10월,예식장,1인당 식대(대인),필수,4,5,5,6,6
울산,10월,예식장,1인당 식대(대인),필수,5,5,5,6,6
경기도,10월,예식장,1인당 식대(대인),필수,5,6,6,7,7
강원도,10월,예식장,1인당 식대(대인),필수,4,5,6,6,8
충청도,10월,예식장,1인당 식대(대인),필수,5,5,6,7,7
전라도,10월,예식장,1인당 식대(대인),필수,4,5,5,5,7
경상도,10월,예식장,1인당 식대(대인),필수,4,4,4,5,5
제주도,10월,예식장,1인당 식대(대인),필수,4,4,5,6,6
전국,9월,예식장,1인당 식대(대인),필수,4,5,6,7,9
수도권,9월,예식장,1인당 식대(대인),필수,5,6,7,8,10
비수도권,9월,예식장,1인당 식대(대인),필수,4,5,5,6,7
서울(강남),9월,예식장,1인당 식대(대인),필수,7,8,9,10,13
서울(강남외),9월,예식장,1인당 식대(대인),필수,5,6,8,9,14
부산,9월,예식장,1인당 식대(대인),필수,4,4,5,5,5
대구,9월,예식장,1인당 식대(대인),필수,5,5,6,6,8
인천,9월,예식장,1인당 식대(대인),필수,5,5,6,7,7
광주,9월,예식장,1인당 식대(대인),필수,4,5,6,7,7
대전,9월,예식장,1인당 식대(대인),필수,4,5,5,6,6
울산,9월,예식장,1인당 식대(대인),필수,5,5,5,6,6
경기도,9월,예식장,1인당 식대(대인),필수,5,6,6,7,7
강원도,9월,예식장,1인당 식대(대인),필수,4,5,6,6,8
충청도,9월,예식장,1인당 식대(대인),필수,5,5,6,7,7
전라도,9월,예식장,1인당 식대(대인),필수,4,5,5,5,7
경상도,9월,예식장,1인당 식대(대인),필수,4,4,4,5,5
제주도,9월,예식장,1인당 식대(대인),필수,4,4,5,6,6
전국,8월,예식장,1인당 식대(대인),필수,4,5,6,7,9
수도권,8월,예식장,1인당 식대(대인),필수,5,6,7,8,10
비수도권,8월,예식장,1인당 식대(대인),필수,4,5,5,6,7
서울(강남),8월,예식장,1인당 식대(대인),필수,7,8,9,10,13
서울(강남외),8월,예식장,1인당 식대(대인),필수,5,6,8,9,14
부산,8월,예식장,1인당 식대(대인),필수,4,4,5,5,5
대구,8월,예식장,1인당 식대(대인),필수,5,5,6,6,8
인천,8월,예식장,1인당 식대(대인),필수,5,5,6,7,7
광주,8월,예식장,1인당 식대(대인),필수,4,5,6,7,7
대전,8월,예식장,1인당 식대(대인),필수,4,5,5,6,6
울산,8월,예식장,1인당 식대(대인),필수,5,5,5,6,6
경기도,8월,예식장,1인당 식대(대인),필수,5,6,6,7,7
강원도,8월,예식장,1인당 식대(대인),필수,4,5,6,6,8
충청도,8월,예식장,1인당 식대(대인),필수,5,5,6,7,7
전라도,8월,예식장,1인당 식대(대인),필수,4,5,5,5,7
경상도,8월,예식장,1인당 식대(대인),필수,4,4,4,5,5
제주도,8월,예식장,1인당 식대(대인),필수,4,4,5,6,6
전국,7월,예식장,1인당 식대(대인),필수,4,5,6,7,9
수도권,7월,예식장,1인당 식대(대인),필수,5,6,7,8,10
비수도권,7월,예식장,1인당 식대(대인),필수,4,5,5,6,7
서울(강남),7월,예식장,1인당 식대(대인),필수,7,8,9,10,13
서울(강남외),7월,예식장,1인당 식대(대인),필수,5,6,8,9,14
부산,7월,예식장,1인당 식대(대인),필수,4,4,5,5,5
대구,7월,예식장,1인당 식대(대인),필수,5,5,6,6,8
인천,7월,예식장,1인당 식대(대인),필수,5,5,6,7,7
광주,7월,예식장,1인당 식대(대인),필수,4,5,6,7,7
대전,7월,예식장,1인당 식대(대인),필수,4,5,5,6,6
울산,7월,예식장,1인당 식대(대인),필수,5,5,5,6,6
경기도,7월,예식장,1인당 식대(대인),필수,5,6,6,7,7
강원도,7월,예식장,1인당 식대(대인),필수,4,5,6,6,8
충청도,7월,예식장,1인당 식대(대인),필수,5,5,6,7,7
전라도,7월,예식장,1인당 식대(대인),필수,4,5,5,5,7
경상도,7월,예식장,1인당 식대(대인),필수,4,4,4,5,5
제주도,7월,예식장,1인당 식대(대인),필수,4,4,5,6,6
전국,6월,예식장,1인당 식대(대인),필수,4,5,6,7,9
수도권,6월,예식장,1인당 식대(대인),필수,5,6,7,8,10
비수도권,6월,예식장,1인당 식대(대인),필수,4,5,5,6,7
서울(강남),6월,예식장,1인당 식대(대인),필수,7,8,9,10,13
서울(강남외),6월,예식장,1인당 식대(대인),필수,5,6,8,9,14
부산,6월,예식장,1인당 식대(대인),필수,4,4,5,5,5
대구,6월,예식장,1인당 식대(대인),필수,5,5,6,6,8
인천,6월,예식장,1인당 식대(대인),필수,5,5,6,7,7
광주,6월,예식장,1인당 식대(대인),필수,4,5,6,7,7
대전,6월,예식장,1인당 식대(대인),필수,4,5,5,6,6
울산,6월,예식장,1인당 식대(대인),필수,5,5,5,6,6
경기도,6월,예식장,1인당 식대(대인),필수,5,6,6,7,7
강원도,6월,예식장,1인당 식대(대인),필수,4,5,6,6,8
충청도,6월,예식장,1인당 식대(대인),필수,5,5,6,7,7
전라도,6월,예식장,1인당 식대(대인),필수,4,5,5,5,7
경상도,6월,예식장,1인당 식대(대인),필수,4,4,4,5,5
제주도,6월,예식장,1인당 식대(대인),필수,4,4,5,6,6
전국,5월,예식장,1인당 식대(대인),필수,4,5,6,7,9
수도권,5월,예식장,1인당 식대(대인),필수,5,6,7,8,10
비수도권,5월,예식장,1인당 식대(대인),필수,4,5,5,6,7
서울(강남),5월,예식장,1인당 식대(대인),필수,7,7,8,10,13
서울(강남외),5월,예식장,1인당 식대(대인),필수,5,6,7,8,14
부산,5월,예식장,1인당 식대(대인),필수,4,4,5,5,5
대구,5월,예식장,1인당 식대(대인),필수,5,5,6,6,8
인천,5월,예식장,1인당 식대(대인),필수,5,5,6,7,7
광주,5월,예식장,1인당 식대(대인),필수,4,5,6,7,7
대전,5월,예식장,1인당 식대(대인),필수,4,4,5,5,6
울산,5월,예식장,1인당 식대(대인),필수,5,5,5,6,6
경기도,5월,예식장,1인당 식대(대인),필수,5,6,6,7,7
강원도,5월,예식장,1인당 식대(대인),필수,4,5,6,6,7
충청도,5월,예식장,1인당 식대(대인),필수,5,5,6,7,7
전라도,5월,예식장,1인당 식대(대인),필수,4,5,5,5,6
경상도,5월,예식장,1인당 식대(대인),필수,4,4,4,5,5
제주도,5월,예식장,1인당 식대(대인),필수,3,4,5,6,6
전국,4월,예식장,기본식대(총금액),필수,615,825,"1,125","1,540","2,050"
수도권,4월,예식장,기본식대(총금액),필수,770,"1,060","1,450","1,875","2,614"
비수도권,4월,예식장,기본식대(총금액),필수,555,720,900,"1,200","1,495"
서울(강남),4월,예식장,기본식대(총금액),필수,930,"1,300","1,900","2,627","3,600"
서울(강남외),4월,예식장,기본식대(총금액),필수,940,"1,276","1,540","1,780","2,380"
부산,4월,예식장,기본식대(총금액),필수,570,660,780,940,"1,413"
대구,4월,예식장,기본식대(총금액),필수,675,825,995,"1,300","1,475"
인천,4월,예식장,기본식대(총금액),필수,678,870,980,"1,160","1,368"
광주,4월,예식장,기본식대(총금액),필수,600,825,"1,100","1,340","1,625"
대전,4월,예식장,기본식대(총금액),필수,580,735,940,"1,250","1,533"
울산,4월,예식장,기본식대(총금액),필수,968,"1,020","1,120","1,120","1,120"
경기도,4월,예식장,기본식대(총금액),필수,456,855,"1,100","1,440","1,904"
강원도,4월,예식장,기본식대(총금액),필수,500,720,"1,035","1,320","1,710"
충청도,4월,예식장,기본식대(총금액),필수,500,720,"1,100","1,300","1,500"
전라도,4월,예식장,기본식대(총금액),필수,645,840,940,"1,140","1,325"
경상도,4월,예식장,기본식대(총금액),필수,470,593,705,900,"1,000"
제주도,4월,예식장,기본식대(총금액),필수,350,825,940,"1,470","2,100"
전국,3월,예식장,기본식대(총금액),필수,615,825,"1,125","1,540","2,050"
수도권,3월,예식장,기본식대(총금액),필수,770,"1,060","1,450","1,875","2,614"
비수도권,3월,예식장,기본식대(총금액),필수,555,720,900,"1,200","1,495"
서울(강남),3월,예식장,기본식대(총금액),필수,930,"1,300","1,900","2,627","3,600"
서울(강남외),3월,예식장,기본식대(총금액),필수,940,"1,276","1,540","1,780","2,380"
부산,3월,예식장,기본식대(총금액),필수,570,660,780,940,"1,413"
대구,3월,예식장,기본식대(총금액),필수,675,825,995,"1,300","1,475"
인천,3월,예식장,기본식대(총금액),필수,678,870,980,"1,160","1,368"
광주,3월,예식장,기본식대(총금액),필수,600,825,"1,100","1,340","1,625"
대전,3월,예식장,기본식대(총금액),필수,580,735,940,"1,250","1,533"
울산,3월,예식장,기본식대(총금액),필수,968,"1,020","1,120","1,120","1,120"
경기도,3월,예식장,기본식대(총금액),필수,456,855,"1,100","1,440","1,904"
강원도,3월,예식장,기본식대(총금액),필수,500,720,"1,035","1,320","1,710"
충청도,3월,예식장,기본식대(총금액),필수,500,720,"1,100","1,300","1,500"
전라도,3월,예식장,기본식대(총금액),필수,645,840,940,"1,140","1,325"
